id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
9691,1,37,13,1,1,2,0,19,0,3.1,14.9,368.005852
9692,2,44,39,1,0,0,0,26,5,0.6,7.3,381.7585942
9693,1,25,32,2,1,0,0,7,3,0.9,16.7,261.9154038
9694,1,49,5,1,0,0,3,25,7,0.3,11.9,271.346059
9695,1,29,28,2,1,1,0,11,4,1.4,16.5,307.7562033
9696,0,22,12,1,1,2,1,0,5,1.3,20.1,276.1646921
9697,0,19,10,2,1,3,0,0,5,1.1,14.2,259.4576212
9698,1,31,6,2,0,0,0,13,7,0.4,16.5,297.8761885
9699,0,23,46,1,1,1,0,5,6,1,8.9,193.5023985
9700,1,28,46,2,1,0,1,8,3,0.9,2.7,240.2424408
9701,0,25,13,1,0,0,1,5,1,0.5,14.6,207.3020021
9702,2,57,11,1,0,0,2,35,14,1.3,12.9,700.486491
9703,0,23,28,2,0,0,1,3,0,0.2,1.2,155.8668067
9704,0,22,11,1,1,0,1,2,7,0.8,10.3,209.9493095
9705,0,22,41,1,0,0,1,2,3,0.2,17.8,188.6098675
9706,1,32,29,1,1,1,2,10,2,1.9,5.5,543.2415238
9707,0,27,2,2,1,3,2,5,7,1.3,4.9,266.4407144
9708,2,49,44,2,0,0,0,31,10,0.9,10.7,585.5279611
9709,0,26,43,1,1,0,0,8,5,0.8,10.3,188.459371
9710,0,24,11,1,1,3,2,2,2,1.4,19.3,270.1000998
9711,2,38,15,1,0,0,3,14,5,0.8,16.1,308.8364802
9712,1,27,37,1,0,0,2,0,7,0.3,18,281.6872824
9713,1,34,43,1,0,0,2,12,3,0.9,10.3,563.0723452
9714,1,34,15,2,1,0,3,10,2,1,10.2,267.0020159
9715,1,34,43,1,1,3,4,7,6,2.4,7.1,739.9918038
9716,0,22,33,1,1,0,1,1,3,0.6,23.7,229.7734105
9717,1,32,19,1,0,0,2,10,10,0.9,1.3,513.7236123
9718,0,27,2,2,0,0,2,5,0,0.1,10,179.7628951
9719,4,45,24,2,0,0,0,27,7,0.8,10.4,491.4889924
9720,3,40,32,2,1,4,2,18,5,1.7,3.3,490.4700496
9721,1,38,30,1,0,0,0,20,4,0.6,18.2,282.4851399
9722,0,25,21,1,1,2,2,2,3,1.3,14.6,240.263463
9723,4,47,26,2,0,0,0,29,5,1.2,14,699.9756566
9724,1,32,16,1,0,0,1,12,0,0.4,12.3,258.9223831
9725,0,23,20,2,0,0,2,0,2,0.2,5.2,135.6090968
9726,1,18,20,2,1,3,0,0,2,1.3,7.9,285.2324919
9727,0,20,22,2,0,0,0,2,6,0.2,18.1,182.5816834
9728,1,28,43,1,1,2,3,0,6,1.5,10.5,316.400124
9729,0,23,16,1,0,0,2,0,6,0.3,23,212.1191609
9730,0,22,40,1,1,1,0,4,2,1.1,13.6,234.916459
9731,1,40,23,2,0,0,1,20,0,0.6,12,273.4460571
9732,3,46,40,2,0,0,1,26,4,0.7,15,477.9776839
9733,0,22,23,2,1,2,1,1,3,1.2,1.6,192.2436065
9734,1,25,30,1,0,0,1,5,5,0.4,9.5,243.5303399
9735,3,45,35,2,1,0,0,27,0,1.2,11.4,477.0442795
9736,1,28,47,2,0,0,1,8,8,0.5,11.5,205.2370239
9737,2,29,22,1,1,1,0,11,2,1.6,17.2,343.5293581
9738,0,22,47,1,0,0,1,0,0,0.1,12.7,171.9575209
9739,0,24,15,2,1,5,0,6,0,1.3,13.5,309.8265288
9740,3,37,19,2,0,0,2,15,10,0.9,2.7,411.6731722
9741,2,40,32,1,1,2,3,16,7,2.2,18.6,707.4366816
9742,0,24,20,2,1,2,2,2,4,1.7,5.9,386.354844
9743,0,27,22,1,1,0,2,5,6,0.8,21.6,260.4403314
9744,2,34,42,1,1,1,0,16,2,1.6,15,351.5126232
9745,0,21,2,2,0,0,0,3,2,0.2,14.7,207.9746781
9746,3,44,30,1,0,0,0,26,4,0.8,17.3,454.3228311
9747,4,52,13,2,0,0,4,25,2,2.8,6.5,992.3981232
9748,2,40,14,1,0,0,3,16,0,0.6,14.4,397.029487
9749,1,46,26,2,0,0,1,26,2,0.6,7.8,338.3051652
9750,2,37,23,1,1,4,0,2,4,1.5,12.8,428.7669143
9751,2,31,33,1,1,2,0,13,0,1.6,14.4,361.0224499
9752,0,23,11,2,0,0,0,5,2,0.1,5.1,159.1243775
9753,2,56,41,1,1,1,2,34,7,1.8,9.5,426.4258574
9754,4,44,36,1,1,2,3,20,4,2.4,13.6,868.9759338
9755,2,45,4,1,0,0,0,25,10,0.7,1.3,330.4767968
9756,0,24,33,2,0,0,0,6,6,0.2,9.2,180.9831744
9757,0,21,11,2,0,0,1,0,0,0.2,16.2,177.028727
9758,2,28,22,1,0,0,0,10,3,1,5.5,433.2767689
9759,3,41,39,2,0,0,0,23,10,0.8,19.5,444.9306363
9760,2,51,29,1,0,0,3,27,2,1.3,0,775.2399865
9761,1,30,16,1,0,0,1,6,0,0.5,14.7,243.6277203
9762,0,20,21,2,0,0,0,1,2,0.2,5.2,146.3687792
9763,2,43,30,1,0,0,0,25,2,0.6,17.7,407.3338765
9764,3,47,45,2,1,3,0,12,0,1.7,10,528.417112
9765,3,42,7,2,1,0,0,24,7,1.4,13.6,451.7497747
9766,1,18,8,1,1,3,0,0,3,1.3,14.1,308.6644516
9767,4,44,35,2,1,3,3,20,4,2,14.9,550.1789162
9768,4,47,39,1,0,0,0,29,8,0.9,11.7,493.5268073
9769,1,33,35,2,0,0,1,13,1,0.3,4.7,209.2853174
9770,4,52,29,1,0,0,2,30,6,0.9,8.9,535.4537559
9771,0,24,36,1,1,3,0,6,5,1.1,5.7,238.4130902
9772,4,61,19,1,0,0,0,43,10,1.1,18.4,776.0427059
9773,0,23,20,1,1,3,0,2,4,1.2,14.8,263.9525861
9774,4,46,37,1,0,0,3,22,0,0.8,10.9,596.7623783
9775,0,23,17,2,0,0,0,5,5,0.2,8.5,166.4602265
9776,1,34,45,1,1,3,0,12,0,1.4,6.3,309.3133752
9777,2,38,8,1,0,0,4,5,6,1.2,8.2,808.1212139
9778,3,35,27,2,1,1,1,15,7,3.6,13.7,527.9044995
9779,3,41,32,2,1,0,0,23,6,1.5,14.5,563.3263844
9780,2,43,14,2,0,0,1,23,7,0.7,12.2,422.2671525
9781,1,39,30,2,1,2,0,21,6,1.4,6.6,322.3506645
9782,0,23,37,2,0,0,1,3,0,0.1,19.1,191.4288369
9783,0,24,16,2,0,0,1,0,0,0.4,0,151.5654303
9784,2,46,5,2,0,0,2,24,0,1,6.4,628.43378
9785,0,25,15,1,1,2,0,7,4,1.2,9.8,248.0289798
9786,2,35,13,2,0,0,2,13,4,1.2,13.1,392.7852404
9787,4,48,21,2,0,0,1,28,0,0.8,14.5,578.5928522
9788,2,32,31,1,0,0,2,10,4,1,12.8,592.2260129
9789,0,25,27,1,1,1,0,3,0,2.4,12.5,268.7398456
9790,1,43,3,1,0,0,1,23,5,0.4,9.9,294.4961217
9791,0,20,32,1,0,0,0,0,8,0.1,20.6,190.1814031
9792,0,24,23,1,1,3,0,6,0,1.1,14.2,304.7148377
9793,2,28,8,2,1,2,2,6,0,1.5,14.4,377.3758097
9794,3,39,40,1,0,0,1,19,5,0.8,10,427.980279
9795,4,50,38,1,1,0,1,30,9,1.5,8.3,519.8072041
9796,1,30,27,1,1,1,0,12,9,2.9,16.9,373.9098691
9797,1,28,6,1,1,0,0,10,4,1,11,263.3257733
9798,0,24,28,2,1,0,0,6,2,0.8,8.7,184.4683219
9799,2,43,9,1,1,2,3,19,7,1.7,15.8,441.4196247
9800,0,26,5,2,1,1,1,6,3,1.2,11.8,249.5238274
9801,0,23,9,2,1,2,0,5,0,1.1,7.1,218.9838163
9802,2,43,1,1,0,0,0,25,7,0.6,20.3,363.4139865
9803,1,28,42,2,1,1,1,8,5,1.4,15.1,292.319261
9804,2,42,15,2,0,0,3,18,3,0.5,10.4,346.7634831
9805,1,18,19,1,0,0,0,0,6,0.4,3.6,192.7817949
9806,2,47,16,2,0,0,1,27,1,0.6,10.1,345.9058385
9807,1,23,9,2,0,0,2,0,2,1,10.9,467.7307639
9808,0,25,27,2,0,0,3,0,7,0.4,8.1,223.1014998
9809,0,25,38,1,1,1,0,7,3,1.1,17.9,229.9334006
9810,2,36,36,1,0,0,0,18,0,0.7,11.4,316.8476793
9811,0,23,23,2,1,2,2,0,6,1.3,6.5,241.5429243
9812,2,53,46,2,1,2,0,35,5,1.8,12.8,462.0972761
9813,1,29,29,2,0,0,1,9,12,0.8,20.1,463.8142173
9814,0,23,12,1,0,0,1,2,0,0.3,17.8,198.1361979
9815,2,46,44,1,1,1,2,24,8,2.1,18,707.0246005
9816,0,25,25,1,0,0,1,5,0,0.3,14.4,210.0624172
9817,1,38,14,2,1,2,0,20,1,1.4,17.5,367.4699815
9818,2,36,9,1,1,1,0,18,2,1.6,11.2,374.749699
9819,4,49,27,1,0,0,1,29,9,1.9,14.4,631.6243184
9820,1,26,2,1,1,1,0,1,6,1.4,14.7,297.6454074
9821,2,57,25,2,0,0,2,35,1,0.7,20.1,408.6759097
9822,0,25,1,1,1,0,1,3,5,0.7,17.3,203.9352325
9823,0,25,1,2,0,0,0,7,1,0.4,4.4,172.3288609
9824,2,32,15,1,0,0,0,14,6,0.9,7.5,471.6774509
9825,2,45,41,2,0,0,3,21,3,1.2,11.2,655.727072
9826,0,25,29,1,0,0,3,0,0,0.4,6.8,136.4140781
9827,3,35,31,1,0,0,3,11,4,1.3,9.4,752.9860202
9828,1,36,4,2,1,3,1,16,11,1.5,11.1,370.092024
9829,0,23,37,1,1,3,0,5,1,1.3,22.4,303.0473947
9830,0,26,47,1,0,0,0,4,4,0.4,9.8,188.2301187
9831,2,39,33,1,1,1,1,19,8,1.7,12,365.8774954
9832,3,42,37,2,0,0,1,22,3,0.7,8.4,379.148348
9833,0,20,42,2,1,3,0,0,0,1.2,3.9,224.1250429
9834,0,22,28,1,1,2,1,0,2,1,22.1,258.6421548
9835,2,49,13,2,1,3,1,29,4,3.2,11.8,530.7087626
9836,1,24,24,1,1,0,1,2,6,0.8,19.9,276.1324237
9837,2,42,21,1,1,2,0,24,2,1.7,20.2,461.7625018
9838,0,24,8,1,0,0,1,4,2,0.1,8.7,181.9151762
9839,0,24,18,1,0,0,0,6,4,0.1,10.8,196.7915296
9840,2,59,7,2,0,0,3,35,8,0.9,2.1,448.3226472
9841,2,35,17,1,1,2,0,17,0,1.8,18.5,404.9800548
9842,2,21,41,1,1,1,0,1,7,1.4,14.7,323.5176024
9843,1,29,12,1,1,4,1,9,8,1.7,4.5,483.0651666
9844,0,23,28,2,1,2,1,3,4,1.1,17,281.4041886
9845,2,40,22,1,0,0,1,20,10,0.5,21,364.2860337
9846,0,23,14,1,0,0,0,1,7,0.2,14.9,197.7964152
9847,0,19,33,1,1,1,0,0,6,1.1,15.2,224.3057719
9848,0,22,30,1,0,0,0,1,2,0.3,4.5,164.5872266
9849,0,21,19,1,0,0,1,0,4,0.1,17.1,178.5318761
9850,2,47,6,2,0,0,1,27,7,0.6,17.4,382.2062717
9851,0,25,26,1,0,0,0,2,5,0.2,15.6,191.8774217
9852,1,30,14,2,1,0,2,8,4,0.8,1.5,301.1815873
9853,2,54,37,1,0,0,1,34,6,0.7,15.1,392.8699573
9854,2,43,20,1,0,0,0,25,1,0.5,0,315.0357609
9855,0,24,29,2,1,3,0,6,5,1.2,9.4,245.9512906
9856,3,41,20,2,1,3,2,19,0,1.7,11.3,488.7951153
9857,0,21,37,2,1,1,0,3,3,1.1,0,177.8674884
9858,2,44,2,2,0,0,3,20,11,1.3,10,754.2519128
9859,4,41,20,1,0,0,0,23,5,0.9,21.1,573.1016375
9860,1,32,3,1,1,1,0,4,11,1.5,12.8,301.9900895
9861,0,21,5,1,1,0,1,0,0,0.8,6.7,180.2358566
9862,2,38,30,1,1,3,0,20,3,1.4,11.6,405.7746753
9863,4,49,24,1,0,0,0,31,8,1.2,9.3,748.6811307
9864,3,42,43,2,1,3,0,24,2,1.8,11.9,505.8350276
9865,0,26,16,1,0,0,3,2,1,0.1,12.2,202.252835
9866,0,27,5,1,1,0,0,9,4,0.8,12,235.9980699
9867,2,30,30,1,1,2,0,12,0,1.7,16.7,383.2821281
9868,0,24,39,1,0,0,2,1,0,0.3,10.5,184.2680339
9869,2,47,7,1,1,2,4,20,2,2.3,8.2,821.8662013
9870,1,26,17,2,0,0,3,0,0,1.1,6.1,595.6022532
9871,4,53,23,1,0,0,0,35,9,0.8,16.3,575.1763393
9872,1,36,10,2,1,4,0,18,5,1.5,18.2,393.6572142
9873,0,23,23,1,0,0,2,0,2,0.2,16.1,223.2511583
9874,2,23,44,1,0,0,0,5,3,0.6,16.1,301.3389602
9875,0,23,6,1,1,1,0,5,1,1.3,6.9,199.7378134
9876,0,26,25,1,1,1,0,8,8,1.1,21.9,293.5099692
9877,0,24,6,1,1,2,1,2,5,1.3,17.2,252.1164889
9878,0,24,2,2,0,0,1,4,0,0.3,13.5,192.0627531
9879,2,42,44,1,0,0,1,22,4,0.7,24,411.5202511
9880,0,20,42,1,0,0,0,1,0,0.3,22.1,197.5966547
9881,2,48,16,2,1,3,4,21,5,2.2,11.3,834.5776828
9882,0,25,32,1,0,0,1,2,5,0.4,13.8,185.8231081
9883,0,25,32,1,0,0,0,7,0,0.1,22.6,203.3475272
9884,0,24,1,1,0,0,2,0,3,0.3,17.1,189.2506727
9885,0,20,39,2,0,0,0,2,0,0.1,3.8,158.841936
9886,3,45,34,1,0,0,2,23,0,0.8,26.7,481.2292943
9887,2,42,27,1,1,5,0,24,2,3.3,19.1,545.7496665
9888,4,48,15,2,0,0,1,28,9,0.8,15.2,511.7249452
9889,4,54,45,2,0,0,1,34,3,0.9,16,559.2052636
9890,0,22,21,1,0,0,0,4,3,0.3,17.6,219.1148291
9891,1,24,37,1,0,0,0,6,1,0.4,13.7,231.9627871
9892,0,24,4,1,0,0,2,2,3,0.2,15.8,178.4685808
9893,1,36,41,2,0,0,0,18,13,0.5,15,320.6955529
9894,2,59,1,1,0,0,2,37,6,0.5,22,467.7905035
9895,3,50,1,1,0,0,0,32,11,0.8,14.9,489.2298854
9896,3,47,23,2,1,2,2,25,9,1.8,14.1,551.1980743
9897,1,39,21,1,1,0,0,21,0,1,14,332.850651
9898,1,33,4,2,0,0,3,9,7,1.1,19.8,621.7146241
9899,1,54,17,2,1,0,0,36,2,1.2,5,335.6158558
9900,2,41,46,1,1,1,1,0,7,2.3,9.7,570.8555723
9901,2,44,10,1,1,1,0,26,9,1.7,18.4,424.1642602
9902,0,26,15,2,0,0,3,0,7,1,5.1,500.4224478
9903,2,38,8,2,0,0,1,18,8,0.7,8.7,321.2610661
9904,0,25,37,2,1,3,3,0,3,1.2,12.1,246.802521
9905,0,24,6,1,0,0,1,4,3,0.3,19.9,220.4801384
9906,0,22,45,1,0,0,0,4,7,0.3,27.5,218.1064441
9907,3,39,36,2,0,0,0,21,13,1,6.7,372.1354884
9908,0,25,4,1,0,0,2,3,3,0.3,11,235.1842182
9909,1,18,10,1,1,3,0,0,4,1.6,14.7,349.5014657
9910,0,26,36,1,1,1,1,6,7,1.2,14.7,256.5929359
9911,2,40,26,1,1,5,0,22,3,1.7,11.6,446.0149646
9912,0,25,42,1,0,0,2,3,1,0.2,15.5,210.825526
9913,3,39,7,1,0,0,3,15,11,1.3,1.4,753.8301606
9914,2,39,32,2,1,2,0,21,0,1.5,9.6,318.4959099
9915,2,44,47,1,1,1,1,24,2,2.1,3.2,598.0431852
9916,0,23,15,1,1,3,2,0,1,1.1,23.4,312.9048665
9917,2,41,47,2,1,1,0,23,5,1.6,14.2,384.354018
9918,2,41,13,1,0,0,0,23,3,1.2,22.2,475.2701572
9919,3,52,9,2,1,0,2,30,0,1.5,11.7,502.185012
9920,1,30,24,2,0,0,2,8,5,0.5,11.2,231.1598332
9921,1,31,26,2,1,2,1,11,2,1.2,11.9,296.9029866
9922,3,49,35,1,0,0,0,31,13,0.9,18.8,480.3179457
9923,2,41,1,1,1,1,2,19,2,1.5,12.9,403.3724256
9924,3,46,1,2,1,1,0,28,13,1.9,19.3,483.2266615
9925,2,41,9,1,1,2,4,14,0,2,3.1,782.3500404
9926,0,27,20,2,1,5,0,9,0,1.1,10.9,272.0057702
9927,4,53,37,2,0,0,0,35,6,0.8,16,572.7213365
9928,0,25,28,2,1,5,2,3,5,1.2,10.5,294.093072
9929,0,24,35,2,0,0,0,6,2,0.3,3.2,165.926358
9930,2,38,1,1,0,0,2,12,7,1.1,5.9,594.890636
9931,0,23,40,1,0,0,2,0,5,0.7,8.7,387.2314079
9932,2,39,8,2,1,1,1,19,7,1.8,5.8,357.5525782
9933,0,24,12,1,1,3,1,4,2,1.2,17,305.6078727
9934,2,39,29,2,0,0,1,19,10,0.7,7.8,308.4974411
9935,1,33,9,2,1,3,1,5,0,1.4,6.3,308.4981046
9936,0,22,6,1,1,1,1,2,1,0.9,14.1,237.592521
9937,3,40,7,1,1,2,0,22,10,2,18.1,453.3561394
9938,3,47,18,2,1,2,3,23,12,1.8,8.1,505.7092455
9939,0,26,3,2,0,0,0,8,1,0.1,12.5,191.5504928
9940,0,23,10,2,1,2,2,0,6,1.1,12.1,238.7823001
9941,3,51,20,2,1,0,0,33,0,1.2,9.8,474.3607264
9942,2,45,9,2,0,0,1,25,7,0.7,9.8,350.7086065
9943,0,25,13,2,0,0,1,5,1,0.6,17.4,233.6991908
9944,0,23,13,1,1,1,1,0,8,2.4,13.8,256.7672047
9945,4,49,31,2,1,1,2,27,1,2.1,9,528.7573079
9946,0,23,14,2,0,0,0,5,1,0.5,11.3,214.2480947
9947,3,46,11,1,1,3,0,28,0,1.9,20.3,562.8952555
9948,0,24,38,1,1,3,2,2,7,1.2,13.8,274.3044318
9949,1,35,6,2,0,0,1,15,3,0.6,11.7,219.5908764
9950,3,35,35,1,0,0,1,15,4,0.8,21.8,426.9306972
9951,0,25,23,2,0,0,0,7,3,0.1,4.4,165.5183499
9952,1,18,5,2,1,1,0,0,7,1.4,17.4,265.0759179
9953,1,35,27,2,0,0,3,11,0,2.3,1.2,594.6112171
9954,3,47,10,1,1,5,2,25,2,1.7,22.6,593.5235145
9955,3,49,25,1,1,1,4,22,4,2.4,12,841.8641039
9956,0,25,44,1,0,0,1,5,0,0.1,20.6,237.2850881
9957,4,53,38,2,1,0,2,31,12,1.5,10.5,545.4474792
9958,0,23,6,2,0,0,2,0,5,0.2,17.9,207.5929092
9959,0,25,31,1,1,3,2,0,5,1.5,20.3,347.1672304
9960,0,21,44,1,0,0,1,0,2,0.1,17.8,184.5266873
9961,2,39,35,1,1,0,3,15,18,1.5,7.7,712.9980667
9962,1,30,31,2,1,2,1,10,4,2,11,441.7631235
9963,3,48,3,2,0,0,1,28,0,0.7,5.7,475.2590973
9964,0,24,36,2,0,0,1,2,5,0.3,5.6,162.3282803
9965,0,26,15,1,1,0,1,6,3,1,13.5,217.6264842
9966,2,46,13,1,0,0,0,28,10,1.4,13.4,452.5556121
9967,1,42,43,1,1,3,3,18,1,1.6,11.6,383.031155
9968,1,36,43,1,0,0,0,18,0,0.4,20.4,294.7335009
9969,4,58,33,2,0,0,2,36,1,0.9,9.6,545.6260686
9970,0,25,20,1,0,0,0,7,4,0.1,13.7,188.0413138
9971,0,24,38,1,0,0,1,4,0,0.2,13.8,205.6727141
9972,0,25,5,1,0,0,0,2,1,0.3,16.5,196.7136125
9973,0,20,41,2,0,0,0,2,2,0.1,11.5,158.5932108
9974,0,21,13,1,1,2,0,3,10,2.3,21.8,324.7907711
9975,0,23,46,1,1,3,1,0,8,1.2,23.3,314.9080391
9976,1,18,1,1,1,1,0,0,4,1.4,18.2,282.25801
9977,2,47,11,2,0,0,2,25,7,0.6,15.7,379.3102173
9978,3,40,12,2,1,2,2,18,5,1.7,5.8,456.8424769
9979,3,47,33,1,1,1,1,27,1,1.8,11.8,460.8251189
9980,3,52,10,1,1,1,4,25,11,2.5,4.2,920.7469031
9981,0,27,21,1,1,1,2,5,2,1.4,17.5,283.3879828
9982,0,25,20,2,1,2,1,5,0,1.3,13.9,248.5634145
9983,2,40,36,2,0,0,0,22,4,1.1,12.4,481.415045
9984,4,45,16,2,0,0,1,25,1,0.9,12.4,553.3559538
9985,3,54,9,2,0,0,1,34,4,0.8,10.6,411.2420125
9986,1,23,31,2,0,0,1,3,0,0.4,5.9,229.7192321
9987,0,27,28,2,1,1,0,6,0,1.4,2.9,201.2058414
9988,0,27,42,1,1,2,2,5,1,1.2,13.4,271.8857085
9989,0,23,43,2,1,1,0,5,0,1.3,12.4,207.6289603
9990,0,22,18,1,1,2,0,4,0,1.1,19.1,258.7536776
9991,1,28,2,1,1,1,3,0,0,1.4,22.4,303.9410037
9992,4,46,13,2,1,2,0,28,10,3.9,9.9,679.8686893
9993,0,22,33,1,1,2,1,1,5,1.1,14.7,241.5571767
9994,1,42,26,1,0,0,1,22,6,0.7,15,325.717348
9995,3,43,21,1,0,0,0,25,1,0.8,14.2,448.9369236
9996,2,55,24,2,0,0,3,31,9,1.2,11.1,735.51987
9997,3,26,37,1,1,2,3,2,0,2.1,14.9,727.2652705
9998,3,49,47,2,1,2,0,31,15,1.8,5.8,440.9985909
9999,3,49,6,2,0,0,1,29,1,0.9,15.2,466.6648767
10000,2,40,19,1,1,2,2,18,0,1.7,18.3,345.1075562
10001,2,42,40,2,1,6,0,24,12,1.7,6.9,496.0859303
10002,2,48,22,2,0,0,2,26,4,1.1,9.3,624.3895852
10003,2,40,17,2,1,3,0,22,6,1.5,12,430.734623
10004,0,22,42,1,0,0,1,0,6,0.1,23.7,218.6238605
10005,0,25,17,2,0,0,0,7,0,0.1,4.5,153.6335639
10006,1,34,24,1,1,2,2,12,0,2.2,13.6,523.2897344
10007,2,42,26,1,1,3,1,22,0,1.8,12.1,458.7216932
10008,1,24,29,2,1,1,2,1,0,1.2,5.6,270.0092708
10009,0,19,11,2,0,0,0,0,1,0.1,8.9,164.7124268
10010,2,43,29,1,0,0,1,7,12,0.7,14.5,370.6201017
10011,0,21,7,1,1,2,1,0,6,1.1,17.4,259.8963153
10012,1,22,26,1,1,1,1,1,0,1.4,11.2,250.2738959
10013,3,57,7,1,0,0,2,35,0,0.9,9.4,473.6553666
10014,2,40,32,2,1,3,2,18,0,2.2,13.8,623.6408725
10015,3,50,24,2,0,0,2,28,0,0.8,11.9,505.0079141
10016,0,28,36,1,0,0,1,8,0,0.3,11.6,211.2273979
10017,0,26,47,1,1,0,3,2,12,1.4,5.4,518.9805703
10018,2,46,32,1,1,2,0,28,0,1.6,16.9,471.7480811
10019,1,39,34,1,1,3,0,21,0,1.5,27,426.5099309
10020,2,41,13,2,1,3,1,21,7,3.4,11.5,464.0871097
10021,0,25,27,1,1,1,1,5,2,2.6,17.5,298.5973169
10022,0,22,1,2,1,2,1,0,0,1.4,14.9,241.2467842
10023,3,39,15,1,1,0,1,19,7,1.3,12.1,476.1837869
10024,0,25,29,2,1,0,1,5,3,0.8,11.4,212.0426258
10025,0,20,15,1,0,0,0,1,1,0.3,26,226.8764761
10026,0,24,31,1,1,2,1,1,4,1.3,9.2,245.1024931
10027,0,24,12,1,0,0,2,2,3,0.2,16.2,185.3447217
10028,3,42,37,2,0,0,2,20,13,0.9,9.4,400.9081056
10029,2,42,40,1,1,0,3,18,0,1.1,12.9,446.7196516
10030,0,24,8,1,1,2,2,1,3,1.2,14.8,279.0718087
10031,0,22,42,2,0,0,1,2,3,0.1,8.1,140.0580484
10032,2,34,47,2,0,0,3,10,8,0.7,7.1,322.133329
10033,2,45,29,1,1,2,2,23,0,1.8,19,458.0845687
10034,0,21,47,2,0,0,1,0,0,0.1,4.6,150.9028152
10035,2,42,38,2,0,0,2,20,2,0.8,14.6,388.7188413
10036,0,26,13,1,0,0,0,8,4,0.5,14.9,223.7801633
10037,0,25,17,1,1,1,2,1,9,1,21.4,249.4622474
10038,4,51,22,2,1,1,1,31,3,1.9,19.7,599.0359055
10039,2,50,23,2,1,3,0,32,5,1.6,8.8,446.8103007
10040,0,22,46,1,0,0,1,0,6,0.3,10.4,169.0319065
10041,0,29,21,2,0,0,2,7,3,0.3,8.2,239.7358274
10042,0,24,43,1,1,1,1,4,1,1.4,9.5,234.3104207
10043,1,34,37,1,1,6,1,7,8,1.5,24.3,433.198077
10044,0,28,45,1,1,1,0,10,2,1.2,21.5,270.9392283
10045,4,51,21,2,0,0,1,31,5,1.1,5.6,525.5334102
10046,3,38,10,2,1,0,2,16,4,1.3,15.3,465.1695705
10047,3,41,38,2,0,0,0,23,6,0.8,3.5,430.1117958
10048,0,27,44,2,1,1,0,9,8,1.2,12.4,223.1067332
10049,1,18,45,1,0,0,0,0,2,0.8,1.2,345.5570445
10050,0,26,12,1,0,0,1,6,3,0.5,9.1,151.7433803
10051,3,33,15,2,1,1,1,13,0,1.7,5.1,386.2889093
10052,4,53,19,2,1,1,1,33,0,2,9.8,618.4018848
10053,4,48,17,1,1,0,2,26,0,1.4,19.9,600.7539576
10054,1,23,9,2,0,0,1,3,1,0.3,9.1,227.6661122
10055,0,21,7,1,0,0,0,2,5,0.2,20.4,207.1108817
10056,2,44,37,2,1,4,1,24,4,1.7,17.3,484.9973499
10057,3,41,24,2,0,0,1,21,0,0.8,4.7,384.3357793
10058,0,24,18,1,0,0,2,2,9,0.1,17.4,212.6574032
10059,0,23,34,2,0,0,0,2,2,0.2,6.3,154.4829346
10060,2,28,37,2,1,2,0,10,6,1.5,14,357.6155459
10061,3,46,24,2,1,2,2,24,12,1.7,17.9,550.4222118
10062,0,28,23,1,0,0,0,10,2,0.2,16.6,239.2816553
10063,0,25,9,1,0,0,2,0,2,0.2,17.7,197.6238938
10064,0,20,15,2,1,2,0,0,4,1,8.6,222.8562154
10065,2,57,1,1,0,0,1,37,3,0.7,19.5,443.9994321
10066,3,40,24,2,1,3,2,18,3,1.7,8,505.3624153
10067,1,19,40,1,1,1,0,0,7,1.9,15.3,350.3478959
10068,3,44,35,1,1,0,0,26,12,1.3,14.5,448.9231843
10069,0,23,36,2,1,1,1,3,3,1.2,8.3,236.4796229
10070,1,28,30,1,1,2,2,6,7,1.4,13.7,314.3841922
10071,1,24,44,1,1,3,2,2,6,1.9,10.3,510.1206372
10072,1,31,6,2,0,0,1,11,7,0.4,9.1,223.4637512
10073,3,54,16,2,1,1,2,32,11,1.7,14.6,558.0040885
10074,1,24,42,1,0,0,0,6,5,0.5,9.1,208.5538099
10075,0,25,20,1,0,0,0,7,1,0.3,21.5,217.0778728
10076,1,25,12,2,0,0,2,3,7,1,8.7,500.9426506
10077,0,20,47,2,1,2,0,2,4,0.9,10.8,215.0534585
10078,2,40,21,2,0,0,1,20,6,0.9,11.9,586.6081432
10079,1,18,4,1,0,0,0,0,2,0.2,17,229.0924443
10080,0,22,44,2,1,1,1,0,5,1.2,7,202.3913389
10081,1,20,18,2,1,0,0,2,2,0.8,15.7,253.6501874
10082,0,23,19,1,1,0,2,0,2,0.7,17.1,217.1598933
10083,1,21,9,2,1,3,1,0,0,1.7,10.4,416.6664548
10084,0,25,27,2,0,0,1,4,3,0.5,6,228.3910288
10085,1,35,29,1,1,1,1,15,10,1.3,21,277.7757646
10086,0,23,41,2,0,0,0,5,2,0.4,5.1,169.597124
10087,0,26,7,2,1,7,2,0,0,1.1,15.4,355.5975996
10088,1,25,25,1,1,0,2,2,4,0.9,8.6,230.95961
10089,1,41,19,1,1,2,0,23,0,1.7,14.7,376.1459373
10090,0,23,40,2,1,3,0,5,1,1.1,4.1,244.2408818
10091,4,51,35,2,1,2,1,31,0,1.9,5.3,596.9676736
10092,0,25,43,2,0,0,0,7,6,0.3,11.9,175.2456314
10093,0,24,46,1,1,3,2,2,5,1.2,17.8,263.8426799
